"Continent","Age Group","Year","Mental Disorder","Percent"
"Africa","20-39 years",2000,"Schizophrenia",2.02479227378849
"Africa","20-39 years",2001,"Anxiety disorders",27.7818308134912
"Africa","20-39 years",2001,"Bipolar disorder",4.94095158063511
"Africa","20-39 years",2001,"Depressive disorders",33.6178291858319
"Africa","20-39 years",2001,"Eating disorders",1.43433789053386
"Africa","20-39 years",2001,"Schizophrenia",2.02666094463108
"Africa","20-39 years",2002,"Anxiety disorders",27.7889689889855
"Africa","20-39 years",2002,"Bipolar disorder",4.94186598753538
"Africa","20-39 years",2002,"Depressive disorders",33.5878280439762
"Africa","20-39 years",2002,"Eating disorders",1.44325800668949
"Africa","20-39 years",2002,"Schizophrenia",2.02989071691581
"Africa","20-39 years",2003,"Anxiety disorders",27.7966808227613
"Africa","20-39 years",2003,"Bipolar disorder",4.94291744948094
"Africa","20-39 years",2003,"Depressive disorders",33.558734742655
"Africa","20-39 years",2003,"Eating disorders",1.45465341008882
"Africa","20-39 years",2003,"Schizophrenia",2.03353496696153
"Africa","20-39 years",2004,"Anxiety disorders",27.8042938815182
"Africa","20-39 years",2004,"Bipolar disorder",4.94396166211166
"Africa","20-39 years",2004,"Depressive disorders",33.5176644605312
"Africa","20-39 years",2004,"Eating disorders",1.46599705535729
"Africa","20-39 years",2004,"Schizophrenia",2.03663693897624
"Africa","20-39 years",2005,"Anxiety disorders",27.8110126076939
"Africa","20-39 years",2005,"Bipolar disorder",4.94481846101781
"Africa","20-39 years",2005,"Depressive disorders",33.46407783434
"Africa","20-39 years",2005,"Eating disorders",1.47549591562863
"Africa","20-39 years",2005,"Schizophrenia",2.03821636597452
"Africa","20-39 years",2006,"Anxiety disorders",27.8353664159811
"Africa","20-39 years",2006,"Bipolar disorder",4.94565854418905
"Africa","20-39 years",2006,"Depressive disorders",33.3634229842424
"Africa","20-39 years",2006,"Eating disorders",1.48536701348173
"Africa","20-39 years",2006,"Schizophrenia",2.03790997811706
"Africa","20-39 years",2007,"Anxiety disorders",27.8865768648043
"Africa","20-39 years",2007,"Bipolar disorder",4.94675051592563
"Africa","20-39 years",2007,"Depressive disorders",33.2036425388924
"Africa","20-39 years",2007,"Eating disorders",1.49797497100254
"Africa","20-39 years",2007,"Schizophrenia",2.03650456917977
"Africa","20-39 years",2008,"Anxiety disorders",27.9495894554333
"Africa","20-39 years",2008,"Bipolar disorder",4.94796064995134
"Africa","20-39 years",2008,"Depressive disorders",33.0306555153074
"Africa","20-39 years",2008,"Eating disorders",1.51097271326848
"Africa","20-39 years",2008,"Schizophrenia",2.034732851105
"Africa","20-39 years",2009,"Anxiety disorders",28.0095276974241
"Africa","20-39 years",2009,"Bipolar disorder",4.94918307849938
"Africa","20-39 years",2009,"Depressive disorders",32.882159636222
"Africa","20-39 years",2009,"Eating disorders",1.52266760759553
"Africa","20-39 years",2009,"Schizophrenia",2.03332180471203
"Africa","20-39 years",2010,"Anxiety disorders",28.0508383819864
"Africa","20-39 years",2010,"Bipolar disorder",4.95024271512375
"Africa","20-39 years",2010,"Depressive disorders",32.7926794906666
"Africa","20-39 years",2010,"Eating disorders",1.53481030126183
"Africa","20-39 years",2010,"Schizophrenia",2.03299228773747
"Africa","20-39 years",2011,"Anxiety disorders",28.0985390005695
"Africa","20-39 years",2011,"Bipolar disorder",4.95130035570432
"Africa","20-39 years",2011,"Depressive disorders",32.7734329038513
"Africa","20-39 years",2011,"Eating disorders",1.54686940368002
"Africa","20-39 years",2011,"Schizophrenia",2.03415071821304
"Africa","20-39 years",2012,"Anxiety disorders",28.1775560581486
"Africa","20-39 years",2012,"Bipolar disorder",4.95265641011387
"Africa","20-39 years",2012,"Depressive disorders",32.7962588496221
"Africa","20-39 years",2012,"Eating disorders",1.5618084209756
"Africa","20-39 years",2012,"Schizophrenia",2.03635547567176
"Africa","20-39 years",2013,"Anxiety disorders",28.2710291083701
"Africa","20-39 years",2013,"Bipolar disorder",4.95418366306547
"Africa","20-39 years",2013,"Depressive disorders",32.8427224504062
"Africa","20-39 years",2013,"Eating disorders",1.5765980055307
"Africa","20-39 years",2013,"Schizophrenia",2.03899889596109
"Africa","20-39 years",2014,"Anxiety disorders",28.3617052715764
"Africa","20-39 years",2014,"Bipolar disorder",4.95573082452976
"Africa","20-39 years",2014,"Depressive disorders",32.8851170745795
"Africa","20-39 years",2014,"Eating disorders",1.5902998361972
"Africa","20-39 years",2014,"Schizophrenia",2.04147724176515
"Africa","20-39 years",2015,"Anxiety disorders",28.4323504908701
"Africa","20-39 years",2015,"Bipolar disorder",4.95710956520934
"Africa","20-39 years",2015,"Depressive disorders",32.9170807618055
"Africa","20-39 years",2015,"Eating disorders",1.60260574311761
"Africa","20-39 years",2015,"Schizophrenia",2.04315965147783
"Africa","20-39 years",2016,"Anxiety disorders",28.5166742329375
"Africa","20-39 years",2016,"Bipolar disorder",4.95859861963959
"Africa","20-39 years",2016,"Depressive disorders",32.9245256316365
"Africa","20-39 years",2016,"Eating disorders",1.61647149146344
"Africa","20-39 years",2016,"Schizophrenia",2.04440916855866
"Africa","20-39 years",2017,"Anxiety disorders",28.5804045921413
"Africa","20-39 years",2017,"Bipolar disorder",4.96001990847812
"Africa","20-39 years",2017,"Depressive disorders",32.930763578755
"Africa","20-39 years",2017,"Eating disorders",1.62618523183391
"Africa","20-39 years",2017,"Schizophrenia",2.04584822728198
"Africa","20-39 years",2018,"Anxiety disorders",28.5762025109547
"Africa","20-39 years",2018,"Bipolar disorder",4.96115530213667
"Africa","20-39 years",2018,"Depressive disorders",32.9337492988437
"Africa","20-39 years",2018,"Eating disorders",1.63171171897635
"Africa","20-39 years",2018,"Schizophrenia",2.04878470582993
"Africa","20-39 years",2019,"Anxiety disorders",28.5298760950714
"Africa","20-39 years",2019,"Bipolar disorder",4.96233772076496
"Africa","20-39 years",2019,"Depressive disorders",32.9309470165494
"Africa","20-39 years",2019,"Eating disorders",1.63496243727287
"Africa","20-39 years",2019,"Schizophrenia",2.05376124533924
"Africa","40-59 years",1990,"Anxiety disorders",25.4771191730767
"Africa","40-59 years",1990,"Bipolar disorder",5.03091593328932
"Africa","40-59 years",1990,"Depressive disorders",42.3364422992119
"Africa","40-59 years",1990,"Eating disorders",0.228482159226065
"Africa","40-59 years",1990,"Schizophrenia",2.42518885783914
"Africa","40-59 years",1991,"Anxiety disorders",25.4781620761008
"Africa","40-59 years",1991,"Bipolar disorder",5.03092777673441
"Africa","40-59 years",1991,"Depressive disorders",42.3203520383253
"Africa","40-59 years",1991,"Eating disorders",0.227200476733634
"Africa","40-59 years",1991,"Schizophrenia",2.42845825314753
"Africa","40-59 years",1992,"Anxiety disorders",25.4821030031469
"Africa","40-59 years",1992,"Bipolar disorder",5.0309434736221
"Africa","40-59 years",1992,"Depressive disorders",42.3145478224482
"Africa","40-59 years",1992,"Eating disorders",0.226085700559289
"Africa","40-59 years",1992,"Schizophrenia",2.43116936062818
"Africa","40-59 years",1993,"Anxiety disorders",25.4883695534295
"Africa","40-59 years",1993,"Bipolar disorder",5.03096260973522
"Africa","40-59 years",1993,"Depressive disorders",42.3164505453192
"Africa","40-59 years",1993,"Eating disorders",0.225394170015757
"Africa","40-59 years",1993,"Schizophrenia",2.4332520645146
"Africa","40-59 years",1994,"Anxiety disorders",25.4966381541605
"Africa","40-59 years",1994,"Bipolar disorder",5.03099247684343
"Africa","40-59 years",1994,"Depressive disorders",42.3300525746337
"Africa","40-59 years",1994,"Eating disorders",0.225084779476904
"Africa","40-59 years",1994,"Schizophrenia",2.4346399963304
"Africa","40-59 years",1995,"Anxiety disorders",25.506119054248
"Africa","40-59 years",1995,"Bipolar disorder",5.03105963906723
"Africa","40-59 years",1995,"Depressive disorders",42.346195512021
"Africa","40-59 years",1995,"Eating disorders",0.224750961338461
"Africa","40-59 years",1995,"Schizophrenia",2.43526977303777
"Africa","40-59 years",1996,"Anxiety disorders",25.5167147345276
"Africa","40-59 years",1996,"Bipolar disorder",5.03114396257218
"Africa","40-59 years",1996,"Depressive disorders",42.4004239810399
"Africa","40-59 years",1996,"Eating disorders",0.224908876125757
"Africa","40-59 years",1996,"Schizophrenia",2.43487517687197
"Africa","40-59 years",1997,"Anxiety disorders",25.5288156097099
"Africa","40-59 years",1997,"Bipolar disorder",5.03123750689661
"Africa","40-59 years",1997,"Depressive disorders",42.4995973581989
"Africa","40-59 years",1997,"Eating disorders",0.224866870063547
"Africa","40-59 years",1997,"Schizophrenia",2.43361290727063
"Africa","40-59 years",1998,"Anxiety disorders",25.5403452482456
"Africa","40-59 years",1998,"Bipolar disorder",5.03134099822742
"Africa","40-59 years",1998,"Depressive disorders",42.6116616036339
"Africa","40-59 years",1998,"Eating disorders",0.225574466769716
"Africa","40-59 years",1998,"Schizophrenia",2.43211485209585
"Africa","40-59 years",1999,"Anxiety disorders",25.5498416162497
"Africa","40-59 years",1999,"Bipolar disorder",5.0314441159675
"Africa","40-59 years",1999,"Depressive disorders",42.7050121830195
"Africa","40-59 years",1999,"Eating disorders",0.226485418912701
"Africa","40-59 years",1999,"Schizophrenia",2.43100126057951
"Africa","40-59 years",2000,"Anxiety disorders",25.5560069965784
"Africa","40-59 years",2000,"Bipolar disorder",5.03156466415639
"Africa","40-59 years",2000,"Depressive disorders",42.7403677495672
"Africa","40-59 years",2000,"Eating disorders",0.227621419150779
"Africa","40-59 years",2000,"Schizophrenia",2.43088632370141
"Africa","40-59 years",2001,"Anxiety disorders",25.547425731931
"Africa","40-59 years",2001,"Bipolar disorder",5.03169824573591
"Africa","40-59 years",2001,"Depressive disorders",42.7410145005232
"Africa","40-59 years",2001,"Eating disorders",0.2290263380408
"Africa","40-59 years",2001,"Schizophrenia",2.43233715482558
"Africa","40-59 years",2002,"Anxiety disorders",25.5216140400388
"Africa","40-59 years",2002,"Bipolar disorder",5.03187770681241
"Africa","40-59 years",2002,"Depressive disorders",42.7199988732727
"Africa","40-59 years",2002,"Eating disorders",0.23108812121199
"Africa","40-59 years",2002,"Schizophrenia",2.43499890737477
"Africa","40-59 years",2003,"Anxiety disorders",25.4900007148753
"Africa","40-59 years",2003,"Bipolar disorder",5.03207360668714
"Africa","40-59 years",2003,"Depressive disorders",42.6882050816074
"Africa","40-59 years",2003,"Eating disorders",0.233125960820593
"Africa","40-59 years",2003,"Schizophrenia",2.43808468460592
"Africa","40-59 years",2004,"Anxiety disorders",25.4637105127229
"Africa","40-59 years",2004,"Bipolar disorder",5.03227162834182
"Africa","40-59 years",2004,"Depressive disorders",42.6530070364656
"Africa","40-59 years",2004,"Eating disorders",0.235354235028066
"Africa","40-59 years",2004,"Schizophrenia",2.44083704232574
"Africa","40-59 years",2005,"Anxiety disorders",25.4543062135132
"Africa","40-59 years",2005,"Bipolar disorder",5.03244050578271
"Africa","40-59 years",2005,"Depressive disorders",42.6085216601803
"Africa","40-59 years",2005,"Eating disorders",0.237621689178622
"Africa","40-59 years",2005,"Schizophrenia",2.44246331908331
"Africa","40-59 years",2006,"Anxiety disorders",25.4725187542278
"Africa","40-59 years",2006,"Bipolar disorder",5.03260490339843
"Africa","40-59 years",2006,"Depressive disorders",42.5358593820664
"Africa","40-59 years",2006,"Eating disorders",0.239523192663683
"Africa","40-59 years",2006,"Schizophrenia",2.44303038547871
"Africa","40-59 years",2007,"Anxiety disorders",25.5142582887319
"Africa","40-59 years",2007,"Bipolar disorder",5.03281313889022
"Africa","40-59 years",2007,"Depressive disorders",42.4212502627339
"Africa","40-59 years",2007,"Eating disorders",0.242341371313952
"Africa","40-59 years",2007,"Schizophrenia",2.44323695735138
"Africa","40-59 years",2008,"Anxiety disorders",25.5673635948286
"Africa","40-59 years",2008,"Bipolar disorder",5.03304347177573
"Africa","40-59 years",2008,"Depressive disorders",42.2918521097651
"Africa","40-59 years",2008,"Eating disorders",0.245437260057176
"Africa","40-59 years",2008,"Schizophrenia",2.44328475048721
"Africa","40-59 years",2009,"Anxiety disorders",25.6190579410968
"Africa","40-59 years",2009,"Bipolar disorder",5.0332703245844
"Africa","40-59 years",2009,"Depressive disorders",42.1743034677506
"Africa","40-59 years",2009,"Eating disorders",0.248081717447222
"Africa","40-59 years",2009,"Schizophrenia",2.44339394709202
"Africa","40-59 years",2010,"Anxiety disorders",25.6569221477407
"Africa","40-59 years",2010,"Bipolar disorder",5.03346292820797
"Africa","40-59 years",2010,"Depressive disorders",42.0831559256933
"Africa","40-59 years",2010,"Eating disorders",0.251213436305071
"Africa","40-59 years",2010,"Schizophrenia",2.44378015265375
"Africa","40-59 years",2011,"Anxiety disorders",25.6961544130184
"Africa","40-59 years",2011,"Bipolar disorder",5.03363985214936
"Africa","40-59 years",2011,"Depressive disorders",42.0206741660324
"Africa","40-59 years",2011,"Eating disorders",0.253948686836667
"Africa","40-59 years",2011,"Schizophrenia",2.4446932546439
"Africa","40-59 years",2012,"Anxiety disorders",25.7539895319511
"Africa","40-59 years",2012,"Bipolar disorder",5.0338772898334
"Africa","40-59 years",2012,"Depressive disorders",41.9492045664686
"Africa","40-59 years",2012,"Eating disorders",0.257093544541486
"Africa","40-59 years",2012,"Schizophrenia",2.44608660782386
"Africa","40-59 years",2013,"Anxiety disorders",25.8208725112777
"Africa","40-59 years",2013,"Bipolar disorder",5.0341531886713
"Africa","40-59 years",2013,"Depressive disorders",41.8868912505046
"Africa","40-59 years",2013,"Eating disorders",0.259698025610486
"Africa","40-59 years",2013,"Schizophrenia",2.44766878745547
"Africa","40-59 years",2014,"Anxiety disorders",25.887008492673
"Africa","40-59 years",2014,"Bipolar disorder",5.03443024651382
"Africa","40-59 years",2014,"Depressive disorders",41.84173029676
"Africa","40-59 years",2014,"Eating disorders",0.262263540970028
"Africa","40-59 years",2014,"Schizophrenia",2.44913913786372
"Africa","40-59 years",2015,"Anxiety disorders",25.9425279920144
"Africa","40-59 years",2015,"Bipolar disorder",5.0346718009482
"Africa","40-59 years",2015,"Depressive disorders",41.8225021976048
"Africa","40-59 years",2015,"Eating disorders",0.264955439334701
"Africa","40-59 years",2015,"Schizophrenia",2.45020634624626
"Africa","40-59 years",2016,"Anxiety disorders",26.0396855346253
"Africa","40-59 years",2016,"Bipolar disorder",5.03491427747447
"Africa","40-59 years",2016,"Depressive disorders",41.8483161469762
"Africa","40-59 years",2016,"Eating disorders",0.267063459869011
"Africa","40-59 years",2016,"Schizophrenia",2.45197328966526
"Africa","40-59 years",2017,"Anxiety disorders",26.1203158967005
"Africa","40-59 years",2017,"Bipolar disorder",5.03516454225677
"Africa","40-59 years",2017,"Depressive disorders",41.8780604595646
"Africa","40-59 years",2017,"Eating disorders",0.268847084675103
"Africa","40-59 years",2017,"Schizophrenia",2.45393550489275
"Africa","40-59 years",2018,"Anxiety disorders",26.1095852489109
"Africa","40-59 years",2018,"Bipolar disorder",5.03536511484685
"Africa","40-59 years",2018,"Depressive disorders",41.8951685615258
"Africa","40-59 years",2018,"Eating disorders",0.270164529949865
"Africa","40-59 years",2018,"Schizophrenia",2.45604300809603
"Africa","40-59 years",2019,"Anxiety disorders",26.0440714862051
